"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"15.12.2025","2.398,34","2.400,30","2.438,86","2.377,78","","-0,27%"
"12.12.2025","2.404,74","2.418,98","2.471,59","2.375,11","","-0,27%"
"11.12.2025","2.411,21","2.332,89","2.433,43","2.325,95","","3,63%"
"10.12.2025","2.326,70","2.298,00","2.343,55","2.266,44","","1,50%"
"09.12.2025","2.292,39","2.234,48","2.293,04","2.226,58","","2,55%"
"08.12.2025","2.235,45","2.281,92","2.286,47","2.235,45","","-2,17%"
"05.12.2025","2.284,96","2.287,39","2.342,53","2.278,30","","0,02%"
"04.12.2025","2.284,55","2.275,13","2.287,12","2.252,98","","0,27%"
"03.12.2025","2.278,38","2.288,02","2.321,09","2.276,20","","-0,47%"
"02.12.2025","2.289,22","2.324,30","2.324,74","2.236,33","","-1,49%"
"01.12.2025","2.323,84","2.317,34","2.350,23","2.308,78","","0,26%"
"28.11.2025","2.317,74","2.281,08","2.318,80","2.280,67","","1,71%"
"27.11.2025","2.278,77","2.278,68","2.281,23","2.277,52","","0,19%"
"26.11.2025","2.274,54","2.176,30","2.277,10","2.175,75","","4,39%"
"25.11.2025","2.178,94","2.168,21","2.193,43","2.155,36","","0,72%"
"24.11.2025","2.163,29","2.068,83","2.165,53","2.066,27","","4,86%"
"21.11.2025","2.063,11","2.055,90","2.080,35","2.033,40","","-0,11%"
"20.11.2025","2.065,29","2.158,71","2.180,59","2.062,94","","-4,02%"
"19.11.2025","2.151,78","2.131,06","2.193,46","2.129,88","","1,36%"
"18.11.2025","2.122,97","2.119,22","2.140,92","2.093,40","","-0,05%"
"17.11.2025","2.124,04","2.157,80","2.170,10","2.109,73","","-1,58%"
"14.11.2025","2.158,20","2.174,59","2.176,08","2.096,98","","-1,16%"
"13.11.2025","2.183,49","2.224,33","2.245,18","2.168,05","","-1,60%"
"12.11.2025","2.218,94","2.153,21","2.235,36","2.150,98","","3,11%"
"11.11.2025","2.151,99","2.132,87","2.156,48","2.111,18","","1,27%"
"10.11.2025","2.125,04","2.032,01","2.135,97","2.031,96","","4,81%"
"07.11.2025","2.027,51","1.993,34","2.028,87","1.984,84","","1,81%"
"06.11.2025","1.991,41","1.981,72","2.036,12","1.981,08","","0,76%"
"05.11.2025","1.976,44","1.917,24","1.981,51","1.913,17","","2,61%"
"04.11.2025","1.926,21","2.007,12","2.007,56","1.924,70","","-3,98%"
"03.11.2025","2.005,95","2.009,01","2.023,95","1.988,66","","-0,40%"
